Ride_ID,Customer_ID,Driver_ID,Booking_Date,Booking_Time,City,Pickup_Location,Drop_Location,Vehicle_Type,Distance_KM,Ride_Duration_Min,Base_Fare,Discount,Final_Fare,Payment_Method,Ride_Status,Customer_Rating,Driver_Age,Customer_Age,Surge_Pricing
RIDE055302,CUST4355,DR302,2025-01-06,19:15:00,Mumbai,Sachar Marg,Kunda Ganj,Cab,4.07,7,46.72,1.23,45.49,Wallet,In Progress,2,52,39,Yes
RIDE055303,CUST3202,DR819,2025-09-18,23:22:00,Hyderabad,Sagar Street,Venkatesh Street,Cab,25.88,72,220.57,42.67,177.9,UPI,In Progress,4,45,48,Yes
RIDE055304,CUST9640,DR180,2025-10-30,06:20:00,Delhi,Bal Zila,Halder Ganj,Cab,26.78,24,237.08,39.1,197.98,Credit Card,Completed,3,45,28,Yes
RIDE055305,CUST2448,DR409,2025-01-29,16:05:00,Mumbai,Barad Ganj,Khanna Zila,Bike,9.08,32,195.99,23.27,172.72,Debit Card,In Progress,1,34,54,Yes
RIDE055306,CUST8838,DR293,2025-11-21,16:33:00,Chennai,Divan Ganj,Kumer Ganj,Cab,1.17,77,15.38,0.95,14.43,UPI,In Progress,1,32,55,Yes
RIDE055307,CUST4488,DR498,2025-01-25,17:16:00,Pune,Master Street,Gandhi Nagar,Cab,30.07,117,675.35,85.52,589.83,Cash,In Progress,4,31,52,No
RIDE055308,CUST3382,DR340,2025-04-26,08:07:00,Kolkata,Subramanian Circle,Gole Path,Cab,34.97,36,334.49,6.38,328.11,UPI,Cancelled,3,29,20,No
RIDE055309,CUST1610,DR333,2025-08-04,21:40:00,Kolkata,Dua Street,Taneja,Cab,1.06,47,23.86,5.72,18.14,UPI,In Progress,2,31,42,No
RIDE055310,CUST7685,DR743,2025-04-16,05:52:00,Bangalore,Keer Circle,Gola Circle,Cab,13.85,34,326.41,0.41,326.0,UPI,Completed,3,48,45,Yes
RIDE055311,CUST6961,DR586,2025-04-04,09:56:00,Hyderabad,Goel,Thaman,Bike,14.06,59,200.66,25.31,175.35,UPI,Cancelled,1,34,18,Yes
RIDE055312,CUST9069,DR983,2025-05-09,10:54:00,Mumbai,Tella,Dar Chowk,Auto,21.06,5,183.11,21.6,161.51,UPI,Cancelled,2,44,42,Yes
RIDE055313,CUST4600,DR969,2025-05-23,19:06:00,Pune,Manda Path,Savant Marg,Bike,16.26,95,400.74,87.53,313.21,UPI,Completed,2,27,31,Yes
RIDE055314,CUST4687,DR239,2025-11-06,04:39:00,Bangalore,Warrior Chowk,Sarma Road,Auto,26.3,62,601.93,42.75,559.18,UPI,Cancelled,4,29,49,No
RIDE055315,CUST3905,DR634,2025-09-12,03:53:00,Pune,Sethi Path,Suresh,Cab,1.55,60,23.54,5.81,17.73,Wallet,In Progress,4,46,27,Yes
RIDE055316,CUST2372,DR372,2025-04-24,11:56:00,Kolkata,Kadakia Nagar,Atwal Nagar,Auto,11.34,107,139.99,13.41,126.58,Wallet,Completed,3,52,22,No
RIDE055317,CUST8249,DR309,2025-06-17,11:34:00,Bangalore,Sheth Nagar,Dhar Nagar,Cab,25.54,55,516.06,65.71,450.35,Debit Card,Completed,3,49,25,No
RIDE055318,CUST7597,DR121,2025-02-03,20:33:00,Mumbai,Sarraf,Khurana Road,Cab,7.01,18,66.7,13.2,53.5,UPI,Completed,5,47,52,Yes
RIDE055319,CUST9567,DR342,2025-05-04,05:42:00,Bangalore,Varkey Path,Contractor Zila,Cab,30.56,104,264.37,39.67,224.7,Debit Card,In Progress,2,22,39,No
RIDE055320,CUST9208,DR936,2025-08-22,19:35:00,Hyderabad,Shere Nagar,Kumar Zila,Bike,29.04,99,355.91,0.6,355.31,UPI,Cancelled,4,37,25,Yes
RIDE055321,CUST3768,DR424,2025-01-18,20:54:00,Pune,Thakkar Street,Sen Road,Bike,6.37,99,139.87,31.82,108.05,Wallet,In Progress,4,47,55,Yes
RIDE055322,CUST6542,DR929,2025-12-08,12:02:00,Delhi,Chand Circle,Kashyap Zila,Auto,3.0,65,56.7,9.24,47.46,Debit Card,Completed,3,35,32,No
RIDE055323,CUST5986,DR681,2025-10-16,02:53:00,Delhi,Tripathi Street,Sinha Nagar,Bike,4.85,102,93.39,5.3,88.09,Wallet,Completed,1,31,27,Yes
RIDE055324,CUST1063,DR660,2025-07-30,19:59:00,Delhi,Chakraborty,Suri Path,Cab,17.08,93,143.46,35.08,108.38,Wallet,Completed,4,28,57,Yes
RIDE055325,CUST2800,DR721,2025-08-12,10:18:00,Kolkata,Khatri Zila,Mann Circle,Bike,21.53,105,461.55,107.53,354.02,Wallet,In Progress,5,38,27,Yes
RIDE055326,CUST4902,DR519,2025-06-22,20:17:00,Chennai,Kannan Chowk,Bhalla Ganj,Bike,25.28,45,484.86,73.42,411.44,Cash,Completed,5,52,33,Yes
RIDE055327,CUST4073,DR281,2025-11-22,13:44:00,Kolkata,Wason Marg,Keer Ganj,Bike,25.45,34,214.61,14.11,200.5,Cash,Completed,3,22,51,Yes
RIDE055328,CUST3245,DR523,2025-11-20,18:48:00,Bangalore,Chaudhary Nagar,Rajan Chowk,Auto,1.72,36,22.14,1.04,21.1,UPI,Completed,1,50,18,Yes
RIDE055329,CUST6186,DR191,2025-01-29,00:05:00,Bangalore,Varghese Road,Bhat Circle,Cab,15.75,88,340.98,34.51,306.47,Wallet,In Progress,4,48,40,Yes
RIDE055330,CUST8285,DR192,2025-03-05,06:05:00,Bangalore,Tandon Nagar,Sankar Nagar,Auto,22.22,45,362.58,16.78,345.8,Cash,Cancelled,3,26,34,Yes
RIDE055331,CUST1206,DR512,2025-01-26,04:02:00,Chennai,Date Street,Shukla Zila,Cab,3.94,94,37.74,0.49,37.25,Debit Card,Cancelled,3,32,33,Yes
RIDE055332,CUST1379,DR792,2025-08-30,13:52:00,Bangalore,Zacharia Road,Luthra,Cab,11.94,48,185.08,39.45,145.63,Wallet,Cancelled,1,44,30,No
RIDE055333,CUST6825,DR552,2025-12-10,15:23:00,Mumbai,Balay Chowk,Mall Zila,Bike,13.12,98,319.62,65.48,254.14,Debit Card,Cancelled,2,25,43,No
RIDE055334,CUST5625,DR544,2025-03-20,17:51:00,Bangalore,Sachdeva Path,Madan Street,Cab,12.93,81,143.28,30.06,113.22,UPI,In Progress,2,41,57,No
RIDE055335,CUST9049,DR450,2025-07-02,04:18:00,Bangalore,Mahajan Chowk,Kannan,Cab,33.43,89,477.75,90.58,387.17,Debit Card,In Progress,5,33,48,No
RIDE055336,CUST7346,DR244,2025-06-04,06:22:00,Bangalore,Borde Marg,Barman,Auto,23.57,79,485.28,76.94,408.34,UPI,Cancelled,5,41,49,Yes
RIDE055337,CUST5134,DR334,2025-04-09,08:21:00,Kolkata,Jani Ganj,Tailor Marg,Cab,25.93,7,598.19,134.7,463.49,Debit Card,Completed,3,23,41,No
RIDE055338,CUST8666,DR312,2025-01-07,00:19:00,Pune,Bail Circle,Mangat Marg,Auto,19.27,96,396.71,9.46,387.25,Cash,Completed,1,44,30,No
RIDE055339,CUST3820,DR479,2025-04-20,10:17:00,Hyderabad,Bobal Street,Barad Nagar,Bike,34.26,64,706.86,150.03,556.83,Cash,Cancelled,4,28,55,No
RIDE055340,CUST5032,DR103,2025-05-06,06:04:00,Mumbai,Krishna Circle,Chowdhury,Auto,32.14,73,339.52,41.11,298.41,Debit Card,Completed,5,32,33,No
RIDE055341,CUST6167,DR470,2025-12-30,17:43:00,Bangalore,Bhandari Street,Mani Chowk,Bike,19.94,38,295.79,21.26,274.53,Credit Card,Completed,3,45,41,Yes
RIDE055342,CUST9208,DR472,2025-04-08,09:10:00,Chennai,Gandhi Zila,Ratti,Cab,2.43,6,54.52,9.89,44.63,Debit Card,Cancelled,3,41,38,Yes
RIDE055343,CUST9062,DR320,2025-10-21,03:07:00,Delhi,Kale Chowk,Chaudhari Circle,Auto,15.09,34,165.07,14.68,150.39,Credit Card,In Progress,2,44,22,Yes
RIDE055344,CUST8566,DR405,2025-04-07,19:56:00,Delhi,Sanghvi Circle,Arya Path,Bike,30.35,45,676.23,76.2,600.03,Credit Card,Completed,1,35,30,Yes
RIDE055345,CUST5214,DR893,2025-06-10,03:15:00,Bangalore,Yadav Chowk,Sengupta Nagar,Auto,2.65,31,47.46,2.02,45.44,Credit Card,Cancelled,5,23,42,No
RIDE055346,CUST6054,DR811,2025-03-28,09:04:00,Bangalore,Chopra Ganj,Babu Marg,Cab,11.53,79,151.06,17.57,133.49,UPI,Cancelled,4,25,19,Yes
RIDE055347,CUST6828,DR181,2025-07-26,00:06:00,Kolkata,Kothari Ganj,Khosla Street,Auto,8.89,50,219.0,39.28,179.72,Cash,In Progress,5,24,47,No
RIDE055348,CUST7342,DR350,2025-09-24,12:27:00,Pune,Ratta Nagar,Sarkar Chowk,Auto,27.58,46,634.32,65.78,568.54,Wallet,In Progress,2,33,29,Yes
RIDE055349,CUST6370,DR473,2025-03-16,14:22:00,Bangalore,Bhagat,Agate Ganj,Auto,9.34,24,89.85,8.89,80.96,UPI,In Progress,5,33,56,No
RIDE055350,CUST7578,DR206,2025-11-01,14:43:00,Kolkata,Bumb Street,Ray Zila,Auto,21.72,94,265.68,57.59,208.09,Credit Card,Completed,3,55,33,Yes
RIDE055351,CUST4123,DR126,2025-08-05,04:16:00,Chennai,Vala Street,Arya Path,Auto,6.82,79,134.06,14.87,119.19,Credit Card,In Progress,4,35,21,No
RIDE055352,CUST9032,DR901,2025-02-05,11:38:00,Pune,Bahl Circle,Wason Ganj,Cab,33.03,67,817.9,99.4,718.5,Debit Card,Cancelled,2,48,53,Yes
RIDE055353,CUST9098,DR261,2025-10-05,04:41:00,Kolkata,Deol Street,Sanghvi Marg,Bike,21.01,11,263.57,62.89,200.68,Credit Card,Cancelled,1,25,36,No
RIDE055354,CUST5352,DR653,2025-01-04,09:20:00,Hyderabad,Seshadri Street,Sama Road,Bike,1.66,39,22.87,4.88,17.99,UPI,In Progress,4,34,55,Yes
RIDE055355,CUST6164,DR350,2025-12-27,01:22:00,Mumbai,Yogi,Dora Ganj,Bike,8.03,111,168.83,19.59,149.24,UPI,Cancelled,3,41,32,Yes
RIDE055356,CUST1644,DR987,2025-05-23,17:48:00,Hyderabad,Dugar Road,Gill Marg,Cab,13.61,21,249.43,10.71,238.72,Debit Card,Completed,3,29,27,No
RIDE055357,CUST9448,DR403,2025-01-08,11:15:00,Delhi,Sanghvi Zila,Mahal Path,Bike,18.74,62,267.26,2.98,264.28,Debit Card,Completed,2,52,54,No
RIDE055358,CUST4941,DR838,2025-05-29,09:25:00,Pune,Rajagopal Road,Sinha Chowk,Cab,32.78,16,773.48,111.24,662.24,Debit Card,In Progress,3,33,18,No
RIDE055359,CUST8242,DR327,2025-10-27,23:53:00,Mumbai,Gera Ganj,Borah,Bike,7.73,79,174.85,9.32,165.53,Credit Card,Completed,2,21,31,Yes
RIDE055360,CUST2717,DR596,2025-07-23,03:21:00,Pune,Soni Circle,Kala Nagar,Cab,3.98,116,70.96,15.88,55.08,Debit Card,In Progress,1,47,34,No
RIDE055361,CUST1861,DR159,2025-05-21,16:33:00,Mumbai,Kashyap Zila,Sampath Marg,Cab,25.61,45,444.12,72.63,371.49,Credit Card,Completed,3,31,53,Yes
RIDE055362,CUST5324,DR186,2025-02-04,10:12:00,Kolkata,Wali Marg,Saxena,Auto,22.58,49,329.77,51.57,278.2,Wallet,Completed,5,45,52,No
RIDE055363,CUST7338,DR629,2025-12-09,02:29:00,Chennai,Lanka Ganj,Master Street,Auto,20.8,102,434.48,62.62,371.86,Wallet,Completed,4,52,45,No
RIDE055364,CUST1364,DR655,2025-01-27,23:23:00,Pune,Vora Marg,Kalita Circle,Bike,18.76,89,236.15,19.49,216.66,Wallet,In Progress,2,35,23,Yes
RIDE055365,CUST9103,DR536,2025-08-13,11:37:00,Bangalore,Dutt Path,Hegde Marg,Cab,27.45,32,447.57,83.54,364.03,Debit Card,In Progress,4,25,31,No
RIDE055366,CUST1841,DR148,2025-05-01,02:33:00,Bangalore,Arya Street,Bal Street,Cab,15.49,62,221.48,43.44,178.04,Debit Card,In Progress,4,37,31,Yes
RIDE055367,CUST3047,DR677,2025-01-23,23:58:00,Kolkata,Anne,Hegde Street,Bike,27.5,81,284.37,18.57,265.8,Cash,Completed,5,39,24,Yes
RIDE055368,CUST2696,DR368,2025-04-25,06:14:00,Kolkata,Sood Zila,Dar Path,Auto,29.41,11,675.27,68.69,606.58,Debit Card,In Progress,4,53,35,Yes
RIDE055369,CUST7175,DR119,2025-06-17,17:30:00,Pune,Kuruvilla Circle,Bhattacharyya Circle,Auto,34.29,76,578.75,112.41,466.34,Wallet,In Progress,3,54,53,Yes
RIDE055370,CUST4085,DR757,2025-06-27,07:49:00,Bangalore,Rana Road,Dyal Marg,Cab,34.94,117,709.17,176.3,532.87,UPI,In Progress,2,52,38,Yes
RIDE055371,CUST9348,DR892,2025-07-16,16:55:00,Chennai,Dugar Road,Tata Nagar,Bike,28.57,107,564.28,52.49,511.79,Wallet,In Progress,5,29,53,No
RIDE055372,CUST6211,DR315,2025-10-05,01:54:00,Hyderabad,Chopra Street,Bora Nagar,Bike,20.45,35,248.87,8.51,240.36,Credit Card,Cancelled,5,36,58,Yes
RIDE055373,CUST9364,DR338,2025-01-12,07:35:00,Chennai,Upadhyay Nagar,Dani Nagar,Bike,31.3,93,511.37,34.48,476.89,Cash,In Progress,4,54,31,No
RIDE055374,CUST6805,DR770,2025-02-15,07:33:00,Chennai,Kohli Circle,Upadhyay Circle,Bike,15.14,62,160.2,3.88,156.32,Wallet,In Progress,3,40,46,No
RIDE055375,CUST5420,DR893,2025-07-11,02:33:00,Hyderabad,Dewan Ganj,Malhotra Ganj,Cab,22.58,81,557.38,136.09,421.29,Cash,Cancelled,2,41,37,No
RIDE055376,CUST5433,DR143,2025-09-27,08:50:00,Mumbai,Chaudhari Road,Kant Road,Bike,25.8,18,378.27,33.6,344.67,Wallet,Cancelled,3,54,50,Yes
RIDE055377,CUST6869,DR855,2025-04-02,07:00:00,Delhi,Borah,Thaman Road,Cab,22.76,29,184.65,31.01,153.64,UPI,Completed,4,21,25,Yes
RIDE055378,CUST9117,DR554,2025-01-14,20:18:00,Bangalore,Das,Mallick Zila,Cab,15.15,23,267.79,30.29,237.5,Wallet,In Progress,1,35,53,Yes
RIDE055379,CUST9678,DR384,2025-01-23,11:22:00,Bangalore,Sachar Zila,Baral Road,Cab,22.91,120,443.68,95.17,348.51,Cash,Cancelled,3,30,20,No
RIDE055380,CUST1389,DR392,2025-07-17,23:02:00,Delhi,Gera Road,Keer Road,Auto,10.37,72,224.34,43.4,180.94,Debit Card,Completed,5,25,57,Yes
RIDE055381,CUST5788,DR214,2025-04-28,07:23:00,Bangalore,Ramanathan Street,Datta Circle,Auto,20.12,29,291.0,15.98,275.02,Wallet,In Progress,4,55,54,No
RIDE055382,CUST7846,DR157,2025-02-21,08:12:00,Bangalore,Suri Circle,Sura Chowk,Cab,28.29,39,382.47,17.7,364.77,Wallet,Completed,4,22,56,Yes
RIDE055383,CUST6830,DR205,2025-10-02,04:00:00,Chennai,Chadha Street,Chandran,Auto,13.05,76,252.46,48.52,203.94,Wallet,Completed,1,45,28,Yes
RIDE055384,CUST1619,DR205,2025-12-20,01:02:00,Hyderabad,Sarkar Zila,Lala Zila,Bike,15.22,70,140.75,7.78,132.97,Credit Card,Cancelled,5,23,42,Yes
RIDE055385,CUST7901,DR983,2025-05-28,12:51:00,Delhi,Amble Marg,Soman Circle,Bike,5.01,37,64.52,2.58,61.94,Cash,Completed,4,47,46,Yes
RIDE055386,CUST8792,DR879,2025-09-28,02:05:00,Delhi,Loyal Marg,Bhandari Circle,Auto,19.83,103,190.3,11.95,178.35,UPI,Cancelled,1,31,18,Yes
RIDE055387,CUST9415,DR956,2025-07-16,22:11:00,Mumbai,Reddy Ganj,Date Ganj,Auto,21.08,77,441.0,23.86,417.14,Cash,Completed,4,30,47,Yes
RIDE055388,CUST5704,DR275,2025-11-30,20:04:00,Chennai,Sagar Ganj,Wali Path,Cab,3.79,74,39.31,0.41,38.9,Debit Card,Cancelled,5,22,50,No
RIDE055389,CUST9125,DR428,2025-01-05,01:34:00,Chennai,Sharma Road,Yogi Street,Auto,12.79,107,248.63,51.69,196.94,UPI,Cancelled,5,42,29,No
RIDE055390,CUST7532,DR367,2025-06-18,10:38:00,Hyderabad,Magar Road,Sethi Street,Cab,20.53,55,241.39,36.82,204.57,Debit Card,Completed,2,33,47,Yes
RIDE055391,CUST8710,DR808,2025-08-16,03:40:00,Mumbai,Hegde Marg,Balakrishnan Path,Cab,27.22,91,556.39,138.88,417.51,Credit Card,Cancelled,5,40,32,Yes
RIDE055392,CUST6268,DR607,2025-09-27,07:22:00,Chennai,Ahuja Nagar,Tara Circle,Auto,7.53,97,72.19,13.53,58.66,UPI,Cancelled,1,25,22,No
RIDE055393,CUST8839,DR112,2025-09-27,21:17:00,Pune,Kurian Marg,Dada Nagar,Cab,12.26,68,229.68,20.4,209.28,UPI,In Progress,1,36,18,Yes
RIDE055394,CUST9326,DR232,2025-01-07,14:57:00,Delhi,Verma Zila,Saini Marg,Auto,30.26,67,460.46,59.2,401.26,Credit Card,Completed,4,24,60,Yes
RIDE055395,CUST8246,DR142,2025-01-10,06:20:00,Mumbai,Dewan Nagar,Uppal Zila,Auto,22.98,41,244.73,50.29,194.44,Credit Card,Completed,1,23,58,No
RIDE055396,CUST6129,DR365,2025-12-21,03:38:00,Mumbai,Mander Ganj,Manda Path,Auto,11.17,9,246.52,25.43,221.09,Debit Card,Completed,2,29,28,No
RIDE055397,CUST6787,DR987,2025-09-08,23:47:00,Mumbai,Warrior Circle,Srinivas Marg,Bike,31.89,90,643.81,62.93,580.88,Credit Card,Completed,2,46,22,Yes
RIDE055398,CUST8568,DR487,2025-09-28,15:30:00,Bangalore,Lall Street,Basak Zila,Cab,12.39,71,294.41,0.18,294.23,Wallet,Completed,4,54,29,No
RIDE055399,CUST1292,DR169,2025-05-10,04:05:00,Delhi,Vora Circle,Bhatnagar Chowk,Cab,21.19,17,404.41,39.37,365.04,UPI,Completed,4,49,41,No
RIDE055400,CUST3644,DR772,2025-05-22,09:38:00,Pune,Subramaniam Circle,Raj Street,Auto,18.91,35,224.14,38.79,185.35,Debit Card,Cancelled,1,51,30,No
RIDE055401,CUST1336,DR109,2025-01-20,09:03:00,Kolkata,Issac Road,Sehgal Chowk,Auto,17.3,111,359.58,68.41,291.17,Cash,In Progress,1,25,60,Yes
RIDE055402,CUST1964,DR784,2025-11-16,19:26:00,Hyderabad,Loke Street,Seshadri,Bike,1.38,24,12.85,2.87,9.98,Wallet,In Progress,1,36,27,No
RIDE055403,CUST3455,DR624,2025-07-14,09:34:00,Hyderabad,Joshi Street,Sood Chowk,Cab,20.23,46,388.94,7.36,381.58,Debit Card,Completed,3,30,34,Yes
RIDE055404,CUST4190,DR720,2025-07-03,11:28:00,Kolkata,Dhar Circle,Reddy Zila,Auto,34.91,35,850.47,79.68,770.79,Debit Card,Completed,5,48,45,No
RIDE055405,CUST9239,DR541,2025-04-03,17:33:00,Bangalore,Karpe Street,Brar Street,Auto,33.84,9,390.34,9.31,381.03,UPI,Completed,1,29,25,No
RIDE055406,CUST6955,DR293,2025-08-14,13:18:00,Kolkata,Krishna Street,Roy Marg,Auto,34.62,84,544.66,35.36,509.3,UPI,Cancelled,5,44,20,No
RIDE055407,CUST5057,DR481,2025-12-23,14:25:00,Delhi,Dave,Konda Path,Bike,13.09,116,290.5,40.06,250.44,Cash,In Progress,4,22,40,No
RIDE055408,CUST3831,DR103,2025-05-13,03:45:00,Kolkata,Dhawan Nagar,Shah,Cab,27.08,46,532.19,68.05,464.14,Debit Card,Cancelled,5,51,33,Yes
RIDE055409,CUST1176,DR172,2025-09-24,19:38:00,Hyderabad,Borde Ganj,Sachdeva Path,Auto,4.95,48,117.11,7.4,109.71,UPI,Cancelled,2,27,40,Yes
RIDE055410,CUST8017,DR935,2025-12-15,10:53:00,Kolkata,Saraf Path,Ramakrishnan Marg,Bike,30.68,65,439.57,106.22,333.35,Wallet,Cancelled,3,44,34,No
RIDE055411,CUST7900,DR241,2025-07-17,12:14:00,Bangalore,Khatri Street,Gole Nagar,Cab,13.22,94,169.32,9.06,160.26,UPI,In Progress,5,53,59,No
RIDE055412,CUST2731,DR121,2025-02-13,17:12:00,Bangalore,Konda Marg,Dubey Road,Bike,7.06,19,113.59,6.54,107.05,Credit Card,Cancelled,3,55,48,No
RIDE055413,CUST2062,DR542,2025-04-24,09:49:00,Hyderabad,Kale Path,Bera Path,Bike,18.9,82,190.89,21.57,169.32,Wallet,Cancelled,5,45,57,No
RIDE055414,CUST9575,DR810,2025-01-03,06:52:00,Kolkata,Ganguly Ganj,Gala Nagar,Bike,31.59,96,544.4,127.26,417.14,Wallet,In Progress,2,52,41,No
RIDE055415,CUST6306,DR199,2025-01-15,10:26:00,Bangalore,Verma Ganj,Khanna Ganj,Auto,17.69,77,185.89,26.75,159.14,Cash,Cancelled,1,54,30,Yes
RIDE055416,CUST2667,DR509,2025-08-30,14:39:00,Chennai,Sahni Ganj,Sehgal,Auto,31.93,80,498.25,65.96,432.29,Credit Card,Cancelled,5,34,55,No
RIDE055417,CUST3920,DR104,2025-02-04,14:52:00,Hyderabad,Thaker Path,Gade Zila,Bike,5.15,120,42.65,7.37,35.28,Wallet,Cancelled,1,44,28,Yes
RIDE055418,CUST8371,DR591,2025-12-31,18:56:00,Pune,Magar Chowk,Ganguly Ganj,Bike,27.49,20,462.08,102.19,359.89,Cash,Completed,2,34,50,No
RIDE055419,CUST8748,DR702,2025-09-21,08:25:00,Pune,Chaudhary Marg,Bal Ganj,Auto,7.23,47,148.75,32.94,115.81,Cash,Cancelled,4,46,46,No
RIDE055420,CUST7596,DR171,2025-05-19,13:55:00,Hyderabad,Saini Nagar,Dubey Path,Cab,33.02,18,599.99,128.51,471.48,Cash,Cancelled,4,47,60,Yes
RIDE055421,CUST3051,DR122,2025-08-09,22:58:00,Pune,Mangat Chowk,Sharaf Path,Cab,16.37,23,152.5,29.62,122.88,Credit Card,Completed,2,28,31,Yes
RIDE055422,CUST6279,DR144,2025-06-12,18:43:00,Kolkata,Sankar Zila,Mand,Bike,34.4,33,369.16,28.45,340.71,Cash,Completed,2,44,44,Yes
RIDE055423,CUST2300,DR547,2025-03-08,13:40:00,Delhi,Gulati,Chanda Marg,Auto,13.7,47,270.53,67.18,203.35,Wallet,Cancelled,4,44,52,No
RIDE055424,CUST1705,DR271,2025-11-02,17:19:00,Chennai,Sarin,Gokhale Marg,Bike,18.21,90,330.43,52.15,278.28,Credit Card,Cancelled,3,44,39,No
RIDE055425,CUST9069,DR990,2025-06-26,13:13:00,Hyderabad,Kalita Chowk,Sur Street,Bike,7.01,108,126.43,26.08,100.35,Debit Card,Cancelled,4,47,41,No
RIDE055426,CUST7368,DR335,2025-05-21,07:51:00,Chennai,Balakrishnan Nagar,Ganesan Marg,Auto,19.3,27,351.28,76.35,274.93,Credit Card,Cancelled,5,37,31,Yes
RIDE055427,CUST9258,DR334,2025-10-26,03:24:00,Chennai,Dar,Sridhar Circle,Auto,17.81,34,431.69,65.81,365.88,Credit Card,Completed,2,39,51,No
RIDE055428,CUST5307,DR518,2025-09-04,00:30:00,Chennai,Virk Ganj,Arya,Bike,19.04,110,454.6,27.93,426.67,Credit Card,Cancelled,5,47,30,Yes
RIDE055429,CUST7893,DR993,2025-08-09,10:25:00,Chennai,Salvi Road,Doshi Ganj,Cab,3.56,65,33.03,5.03,28.0,Debit Card,Cancelled,2,21,60,Yes
RIDE055430,CUST9931,DR510,2025-11-24,05:37:00,Bangalore,Seth Road,Dhar Road,Bike,17.84,41,193.28,43.14,150.14,Wallet,Completed,2,43,59,No
RIDE055431,CUST6159,DR775,2025-08-23,06:58:00,Bangalore,Sami Street,Dugar Road,Cab,14.11,43,275.91,16.88,259.03,Debit Card,Completed,3,29,52,No
RIDE055432,CUST8595,DR233,2025-02-15,18:51:00,Mumbai,Gandhi Nagar,Shetty Ganj,Bike,27.79,48,552.35,37.64,514.71,Debit Card,Cancelled,3,34,30,No
RIDE055433,CUST2119,DR129,2025-10-21,22:17:00,Pune,Swamy Path,Devan Chowk,Auto,12.47,78,311.57,34.38,277.19,Credit Card,In Progress,4,28,54,No
RIDE055434,CUST1453,DR586,2025-04-12,02:38:00,Bangalore,Kapadia Zila,Bail Road,Cab,11.07,17,193.55,37.53,156.02,Credit Card,Completed,2,47,22,No
RIDE055435,CUST3251,DR521,2025-06-28,00:28:00,Bangalore,Suri Marg,Chand Marg,Bike,5.08,110,123.66,2.53,121.13,Debit Card,Cancelled,2,36,32,Yes
RIDE055436,CUST3642,DR695,2025-06-15,05:59:00,Delhi,Salvi,Varughese Chowk,Cab,1.18,95,15.91,2.16,13.75,Debit Card,In Progress,5,35,59,No
RIDE055437,CUST5466,DR670,2025-05-19,15:26:00,Pune,Chaudhry Path,Grewal Nagar,Bike,33.31,53,692.13,50.39,641.74,Credit Card,Cancelled,3,35,32,No
RIDE055438,CUST6677,DR741,2025-12-09,05:52:00,Kolkata,Ramaswamy Chowk,Ben Road,Cab,26.92,55,651.04,19.08,631.96,Debit Card,Completed,2,23,37,No
RIDE055439,CUST4958,DR412,2025-07-14,21:24:00,Bangalore,Doshi Street,Das Marg,Cab,1.88,64,20.36,0.88,19.48,Wallet,Cancelled,4,34,40,No
RIDE055440,CUST7229,DR347,2025-05-24,15:36:00,Pune,Wable Circle,Gopal Marg,Bike,32.09,62,740.74,70.19,670.55,Debit Card,Cancelled,1,38,25,No
RIDE055441,CUST9293,DR760,2025-06-04,14:57:00,Kolkata,Yohannan Marg,Doctor Street,Auto,23.9,102,461.44,113.48,347.96,Credit Card,Completed,1,43,44,Yes
RIDE055442,CUST4048,DR352,2025-01-10,01:58:00,Hyderabad,Tara Road,Walla Path,Auto,24.68,67,444.54,46.26,398.28,Cash,Cancelled,4,24,33,No
RIDE055443,CUST7193,DR557,2025-04-04,05:48:00,Bangalore,Kadakia Ganj,Kohli Nagar,Bike,10.14,32,200.05,7.46,192.59,Credit Card,In Progress,4,23,49,No
RIDE055444,CUST6188,DR831,2025-09-16,09:52:00,Delhi,Mani,Buch Ganj,Auto,33.09,120,445.99,92.69,353.3,Cash,In Progress,3,44,51,Yes
RIDE055445,CUST5204,DR375,2025-08-10,23:30:00,Kolkata,Dash,Chand Path,Cab,14.6,69,166.89,29.79,137.1,Wallet,In Progress,4,42,58,No
RIDE055446,CUST5620,DR903,2025-07-13,21:20:00,Chennai,Cheema Ganj,Sura Circle,Auto,10.72,25,208.14,21.7,186.44,UPI,Cancelled,4,38,31,Yes
RIDE055447,CUST2315,DR507,2025-06-09,21:34:00,Kolkata,Mangal Road,Dhar Zila,Auto,19.95,92,465.05,67.48,397.57,Wallet,Completed,2,33,32,No
RIDE055448,CUST8038,DR764,2025-09-14,20:16:00,Delhi,Chahal Road,Ramakrishnan Circle,Cab,10.99,72,126.15,15.81,110.34,Wallet,In Progress,5,45,54,No
RIDE055449,CUST7922,DR486,2025-08-20,19:06:00,Bangalore,Barad Circle,Din Path,Cab,3.92,92,46.96,7.87,39.09,Credit Card,Cancelled,1,27,43,No
RIDE055450,CUST3024,DR604,2025-07-28,22:37:00,Chennai,Yogi Marg,Dugar Road,Cab,24.6,92,364.2,80.46,283.74,Debit Card,Completed,4,42,39,No
RIDE055451,CUST7743,DR371,2025-01-21,14:07:00,Pune,Gandhi Marg,Ben Zila,Auto,19.72,118,246.77,12.91,233.86,Debit Card,Completed,5,48,35,No
RIDE055452,CUST7136,DR748,2025-06-01,12:28:00,Delhi,Reddy Road,Dass Zila,Auto,2.45,49,39.78,9.72,30.06,Credit Card,Cancelled,5,52,58,Yes
